Original Name,Name in Other Language,Language,Location
ANUJ,अनुज,Hindi,Hindi
ANUPAM,अनुपम,Hindi,Hindi
ARAVINDA,अरविन्द,Hindi,Hindi
ARJUNA,अर्जुन,Hindi,Hindi
ARUN,अरुण,Hindi,Hindi
ARUNA,अरुणा,Hindi,Hindi
ASEEM,असीम,Hindi,Hindi
ASHOKA,अशोक,Hindi,Hindi
AURANGZEB,اورنگزیب,Hindi,Hindi
BAHADUR,بهادر,Persian,Hindi
BALA,बल,Hindi,Hindi
BALADEVA,बलदेव,Hindi,Hindi
BALARAMA,बलराम,Hindi,Hindi
BHARATA,भारत,Hindi,Hindi
BIPIN,বিপিন,Hindi,Hindi
BRAHMA,ब्रह्मा,Hindi,Hindi
BRIJESH,बृजेश,Hindi,Hindi
CHAND,चण्ड,Hindi,Hindi
CHANDAN,চন্দন,Hindi,Hindi
CHANDANA,चन्दना,Hindi,Hindi
CHANDRA,চন্দ্র,Hindi,Hindi
CHANDRAKANT,चन्द्रकान्त,Hindi,Hindi
CHIRANJEEVI,చిరంజీవి,Hindi,Hindi
DAMODAR,ਦਮੋਦਰ,Hindi,Hindi
DAMODARA,दामोदर,Hindi,Hindi
DARSHAN,दर्शन,Hindi,Hindi
DAYARAM,दयाराम,Hindi,Hindi
DAYARAMA,दयाराम,Hindi,Hindi
DEBDAN,देवदान,Hindi,Hindi
DEEPAK,दीपक,Hindi,Hindi
DEVDAN,देवदान,Hindi,Hindi
DEVDAS,देवदास,Hindi,Hindi
DEVRAJ,देवराज,Hindi,Hindi
DHANANJAY,धनञ्जय,Hindi,Hindi
DHAVAL,धवल,Hindi,Hindi
DILIP,दिलीप,Hindi,Hindi
DILIPA,दिलीप,Hindi,Hindi
DINESH,दिनेश,Hindi,Hindi
DIPAK,दीपक,Hindi,Hindi
DIPAKA,दीपक,Hindi,Hindi
DULEEP,दिलीप,Hindi,Hindi
GANESHA,गणेश,Hindi,Hindi
GAUTAMA,गौतम,Hindi,Hindi
GIRISH,ಗಿರೀಶ್,Hindi,Hindi
GOPAL,गोपाल,Hindi,Hindi
GOTAM,गोतम,Hindi,Hindi
GOVIND,गोविंदा,Hindi,Hindi
GULZAR,गुलज़ार,Hindi,Hindi
HANUMAN,हनुमान्,Hindi,Hindi
HARENDRA,हरेन्द्र,Hindi,Hindi
HARI,हरि,Hindi,Hindi
HARISH,हरीश,Hindi,Hindi
HARSHA,हर्श,Hindi,Hindi
HARSHAD,हर्शद,Hindi,Hindi
HARSHAL,हर्शल,Hindi,Hindi
ILA,इला,Hindi,Hindi
INDRA,इन्द्र,Hindi,Hindi
INDRAJIT,इन्द्रजित,Hindi,Hindi
ISHA,ईश,Hindi,Hindi
JAGANNATH,जगन्नाथ,Hindi,Hindi
JAGDISH,जगदीश,Hindi,Hindi
JAGJIT,जगजीत,Hindi,Hindi
JAIDEV,जयदेव,Hindi,Hindi
JASWINDER,ज़स्विन्देर्,Hindi,Hindi
JAY,जय,Hindi,Hindi
JAYANT,जयन्त,Hindi,Hindi
JAYENDRA,जयेन्द्र,Hindi,Hindi
JITENDRA,जितेन्द्र,Hindi,Hindi
JOHAR,जौहर,Hindi,Hindi
JYOTISH,ज्योतिष,Hindi,Hindi
KAILASH,कैलाश,Hindi,Hindi
KALIDAS,कालिदास,Hindi,Hindi
KALYAN,কল্যাণ,Hindi,Hindi
KAMA,काम,Hindi,Hindi
KAMAL,कमल,Hindi,Hindi
KAMBOJA,कम्बोज,Hindi,Hindi
KAPILA,कपिल,Hindi,Hindi
KARAN,कर्ण,Hindi,Hindi
KARNA,कर्ण,Hindi,Hindi
KHAN,ख़ान,Hindi,Hindi
KHAN,خان,Urdu,Hindi
KIRAN,किरण,Hindi,Hindi
KISHORE,िकशोर,Hindi,Hindi
KRISHNA,कृष्ण,Hindi,Hindi
KRSNA,कृष्ण,Hindi,Hindi
KUMAR,कुमार,Hindi,Hindi
KUNAL,कुणाल,Hindi,Hindi
LAKSHMANA,लक्ष्मण,Hindi,Hindi
LAL,लाल,Hindi,Hindi
LALIT,ललित,Hindi,Hindi
LOCHAN,लोचन,Hindi,Hindi
MADHAV,माधव,Hindi,Hindi
MADHUKAR,मधुकर,Hindi,Hindi
MAHATMA,महात्मा,Hindi,Hindi
MAHAVIR,महावीर,Hindi,Hindi
MAHENDRA,महेन्द्रा,Hindi,Hindi
MANDEEP,मानदीप,Hindi,Hindi
MANDIP,मानदीप,Hindi,Hindi
MANEESH,मनीश,Hindi,Hindi
MANI,मणि,Hindi,Hindi
MANINDRA,मणीन्द्र,Hindi,Hindi
MANISH,मनीश,Hindi,Hindi
MANJU,মঞ্জু,Bengali,Hindi
MANJU,मञ्जु,Sanskrit,Hindi
MANJUNATHA,मञ्जुनाथ,Hindi,Hindi
MOHAN,मोहन,Hindi,Hindi
MOHANDAS,മംമ്ത,Hindi,Hindi
MUKESH,मुकेश,Hindi,Hindi
MUKUL,মুকুল,Hindi,Hindi
MURALI,முரளி,Hindi,Hindi
MURUGAN,முருகன்,Tamil,Hindi
NANDA,नंद,Hindi,Hindi
NARAYAN,नारायण,Hindi,Hindi
NARENDRA,नरेन्द्र,Hindi,Hindi
NAVEEN,नवीन,Hindi,Hindi
NEELAM,نیلم,Hindi,Hindi
NIKHIL,निखिल,Hindi,Hindi
NIRAV,नीरव,Hindi,Hindi
NISHANT,िनशा,Hindi,Hindi
NITIN,নীতিন,Hindi,Hindi
OM,ओम,Hindi,Hindi
PADMA,पद्म,Hindi,Hindi
PALLAB,पल्लव,Hindi,Hindi
PALLAV,पल्लव,Hindi,Hindi
PITAMBAR,पीताम्बर,Hindi,Hindi
PRABHAKAR,प्रभाकर,Hindi,Hindi
PRABHAT,प्रभात,Hindi,Hindi
PRABHU,प्रभु,Hindi,Hindi
PRABODH,प्रबोध,Hindi,Hindi
PRADEEP,प्रदीप,Hindi,Hindi
PRAKASH,प्रकाश,Hindi,Hindi
PRAMOD,प्रमोद,Hindi,Hindi
PRANAV,प्रणव,Hindi,Hindi
PRANAY,प्रणय,Hindi,Hindi
PRASAD,प्रसाद,Hindi,Hindi
PRASANNA,प्रसन्न,Hindi,Hindi
PRATAP,प्रताप,Hindi,Hindi
PREM,प्रेम,Hindi,Hindi
PURUSHOTTAM,पुरुषोत्तम,Hindi,Hindi
RABINDRA,রবীন্দ্র,Hindi,Hindi
RAGHU,रघु,Hindi,Hindi
RAHUL,राहुल,Hindi,Hindi
RAJ,राज,Hindi,Hindi
RAJAN,राजन,Hindi,Hindi
RAJANIKANT,रजनीकांत,Hindi,Hindi
RAJEEV,राजीव,Hindi,Hindi
RAJENDRA,राजेन्द्र,Hindi,Hindi
RAJESH,राजेश,Hindi,Hindi
RAJIV,राजीव,Hindi,Hindi
RAKESH,राकेश,Hindi,Hindi
RAMA,राम,Hindi,Hindi
RAMACHANDRA,रामचन्द्र,Hindi,Hindi
RAMAKRISHNA,रामकृष्ण,Hindi,Hindi
RANJEET,रञ्जित,Hindi,Hindi
RANJIT,रञ्जित,Hindi,Hindi
RATAN,रतन,Hindi,Hindi
RATNAM,रत्नम,Hindi,Hindi
RAVANA,रावण,Hindi,Hindi
RAVI,रवि,Hindi,Hindi
RAVINDRA,রবীন্দ্র,Hindi,Hindi
RISHI,ऋषि,Hindi,Hindi
ROHAN,रोहन,Hindi,Hindi
SACHIN,सचिन,Hindi,Hindi
SANDEEP,संदीप,Hindi,Hindi
ŚANI,शनि,Hindi,Hindi
SANJAY,संजय,Hindi,Hindi
SANJIT,संजित,Hindi,Hindi
SANJIV,संजीव,Hindi,Hindi
SANKAR,शंकर,Hindi,Hindi
SARAL,सरल,Hindi,Hindi
SATISH,सतीश,Hindi,Hindi
SAVITR,सवितृ,Hindi,Hindi
SEKAR,शेखर,Hindi,Hindi
SETH,सेठ,Hindi,Hindi
SHANI,शनि,Hindi,Hindi
SHANKAR,शंकर,Hindi,Hindi
SHANKARA,शङ्कर,Hindi,Hindi
SHANTANU,शंतनु,Hindi,Hindi
SHARMA,शर्म,Hindi,Hindi
SHEKHAR,शेखर,Hindi,Hindi
SHESHA,शेष,Hindi,Hindi
SHIVA,शिव,Hindi,Hindi
SHRESTH,श्रेष्ठ,Hindi,Hindi
SHRIPATI,श्रीपति,Hindi,Hindi
SHYAM,श्याम,Hindi,Hindi
SHYAMAL,श्यामल,Hindi,Hindi
SIDDHARTHA,सिद्धार्थ,Hindi,Hindi
SIKANDAR,सिकन्दर,Hindi,Hindi
SINGH,ਸਿੰਘ,Hindi,Hindi
SOHAIL,सोहेल,Hindi,Hindi
SUBHASH,सुभाष,Hindi,Hindi
SUDARSHAN,सुदर्शन,Hindi,Hindi
SUDHIR,सुधीर,Hindi,Hindi
SUMAN,सुमन,Hindi,Hindi
SUMANTRA,सुमन्त्र,Hindi,Hindi
SUNDARA,सुन्दर,Hindi,Hindi
SUNIL,सुनील,Hindi,Hindi
SURAJ,सुरज,Hindi,Hindi
SURENDRA,सुरेन्द्र,Hindi,Hindi
SURESH,सुरेश,Hindi,Hindi
SURYA,सूर्य,Hindi,Hindi
SUSHIL,सुशील,Hindi,Hindi
SWAPAN,स्वपन,Hindi,Hindi
SWAPNIL,स्वप्निल,Hindi,Hindi
SWARNA,स्वर्ण,Hindi,Hindi
UTTAMA,उत्तम,Hindi,Hindi
VASANT,वसन्त,Hindi,Hindi
VASISHTHA,वासिष्ठ,Hindi,Hindi
VASISTHA,वासिष्ठ,Hindi,Hindi
VASU,भरत,Hindi,Hindi
VIJAY,विजय,Hindi,Hindi
VIJAYA,विजया,Hindi,Hindi
VIKRAM,विक्रम,Hindi,Hindi
VIMAL,विमल,Hindi,Hindi
VINAY,विनय,Hindi,Hindi
VIPIN,विपिन,Hindi,Hindi
VIPUL,विपुल,Hindi,Hindi
VISHAL,विशाल,Hindi,Hindi
VISHNU,विष्णु,Hindi,Hindi
VIVEK,विवेक,Hindi,Hindi
YASH,यश,Hindi,Hindi
ABHA,आभा,Hindi,Hindi
ABHILASHA,अभिलाषा,Hindi,Hindi
ADITI,अदिती,Hindi,Hindi
AHSAN,আহসান,Hindi,Hindi
AISHWARYA,ऐश्वर्या,Hindi,Hindi
AKANKSHA,आकाङ्क्षा,Hindi,Hindi
AMALA,अमला,Hindi,Hindi
AMITA,अमिता,Hindi,Hindi
AMRITA,अमृता,Hindi,Hindi
ANANDA,आनन्दा,Hindi,Hindi
ANILA,अनिला,Hindi,Hindi
ANIMA,अणिमा,Hindi,Hindi
ANJALI,অঞ্জলি,Hindi,Hindi
ANKITA,अंकिता,Hindi,Hindi
ANOUSHKA,अनुष्का,Hindi,Hindi
ANUJA,अनुजा,Hindi,Hindi
ARCHANA,अर्चना,Hindi,Hindi
ARUNDHATI,अरुंधती,Hindi,Hindi
ASHA,आशा,Hindi,Hindi
AVANI,अवनी,Hindi,Hindi
AVANTI,अवन्ती,Hindi,Hindi
BALA,बल,Hindi,Hindi
BHARAT,भरत,Hindi,Hindi
CHANDA,चण्डा,Hindi,Hindi
CHANDANA,चन्दना,Hindi,Hindi
CHANDRA,চন্দ্র,Hindi,Hindi
CHANDRAKANTA,चन्द्रकान्ता,Hindi,Hindi
CHETANA,चेतना,Hindi,Hindi
DAMAYANTI,दमयंती,Hindi,Hindi
DARSHANA,दर्शना,Hindi,Hindi
DEEPALI,दीपाली,Hindi,Hindi
DEEPTI,दीप्ति,Hindi,Hindi
DEVI,देवी,Hindi,Hindi
DEVIKA,দেবিকা,Hindi,Hindi
DIPALI,दीपाली,Hindi,Hindi
DIPTI,दीप्ति,Hindi,Hindi
DIVYA,दिव्या,Hindi,Hindi
DURGA,दुर्गा,Hindi,Hindi
ESHA,एषा,Hindi,Hindi
GAUHAR,गौहर,Hindi,Hindi
GAURI,गौरी,Hindi,Hindi
GITA,गीता,Hindi,Hindi
GOPINATH,गोपीनाथ,Hindi,Hindi
GULZAR,गुलज़ार,Hindi,Hindi
ILA,इला,Hindi,Hindi
INDIRA,इन्दिरा,Hindi,Hindi
INDRAJIT,इन्द्रजित,Hindi,Hindi
INDRANI,ইন্দ্রানী,Hindi,Hindi
INDU,इन्दु,Hindi,Hindi
JASWINDER,ज़स्विन्देर्,Hindi,Hindi
JAYA,जया,Hindi,Hindi
JAYANTI,जयन्ती,Hindi,Hindi
JYOTI,জ্যোতি,Hindi,Hindi
JYOTSANA,ज्योत्सना,Hindi,Hindi
JYOTSNA,ज्योत्स्ना,Hindi,Hindi
KAILASH,कैलाश,Hindi,Hindi
KALA,कला,Hindi,Hindi
KALI,काली,Hindi,Hindi
KALPANA,कल्पना,Hindi,Hindi
KALYANI,কল্যাণী,Hindi,Hindi
KAMALA,कमला,Hindi,Hindi
KANTA,कान्ता,Hindi,Hindi
KANTI,कान्ती,Hindi,Hindi
KARISHMA,करिश्मा,Hindi,Hindi
KASHI,काशी,Hindi,Hindi
KAUR,ਕੌਰ,Hindi,Hindi
KAUSALYA,कौशल्या,Hindi,Hindi
KISHORI,िकशोरी,Hindi,Hindi
KSHITIJ,क्षितिज,Hindi,Hindi
KUMARI,कुमारी,Hindi,Hindi
KUNTI,कुंती,Hindi,Hindi
LAKSHMI,लक्ष्मी,Hindi,Hindi
LATA,लता,Hindi,Hindi
LAVANYA,लावण्या,Hindi,Hindi
LAXMI,लक्ष्मी,Hindi,Hindi
LEELA,लीला,Hindi,Hindi
LEELAVATHI,लीलावती,Hindi,Hindi
LELA,लीला,Hindi,Hindi
LILA,लीला,Hindi,Hindi
LILAVATI,लीलावती,Hindi,Hindi
LINA,लीना,Hindi,Hindi
MADHAVI,माधवी,Hindi,Hindi
MADHU,मधु,Hindi,Hindi
MADHUR,मधुर,Hindi,Hindi
MALA,माला,Hindi,Hindi
MALATI,मालती,Hindi,Hindi
MANISHA,मनीषा,Hindi,Hindi
MANJU,মঞ্জু,Bengali,Hindi
MANJU,मञ्जु,Sanskrit,Hindi
MANJULA,मञ्जुला,Hindi,Hindi
MANJUSHA,मञ्जूषा,Hindi,Hindi
MAYA,माया,Hindi,Hindi
MEERA,ಮೀರಾ,Hindi,Hindi
MIRA,मीरा,Hindi,Hindi
MOHANA,मोहना,Hindi,Hindi
MOHINI,मोहिनी,Hindi,Hindi
MUKTA,मुक्ता,Hindi,Hindi
NEELA,নীলা,Bengali,Hindi
NEELAM,نیلم,Hindi,Hindi
NEHA,नेहा,Hindi,Hindi
NIKHILA,निखिला,Hindi,Hindi
NILA,নীলা,Bengali,Hindi
NISHA,निशा,Hindi,Hindi
NITYA,नित्य,Hindi,Hindi
PADMA,पद्म,Hindi,Hindi
PADMAVATI,पद्मावती,Hindi,Hindi
PADMINI,पद्मिनी,Hindi,Hindi
PARVATI,पार्वती,Hindi,Hindi
PARVEEN,परवीन,Hindi,Hindi
POORNIMA,पूर्णिमा,Hindi,Hindi
PRATIBHA,प्रतिभा,Hindi,Hindi
PRATIMA,प्रतिमा,Hindi,Hindi
PREMA,प्रेमा,Hindi,Hindi
PRIYA,प्रिया,Hindi,Hindi
PURNIMA,पूर्णिमा,Hindi,Hindi
PUSHPA,पुष्पा,Hindi,Hindi
RACHANA,ব্যানার্জী,Bengali,Hindi
RACHNA,रचना,Hindi,Hindi
RADHA,राधा,Hindi,Hindi
RAJANI,रजनी,Hindi,Hindi
RAJNI,रजनी,Hindi,Hindi
RAJYA,राज्य,Hindi,Hindi
RANI,रानी,Hindi,Hindi
RASHMI,रश्मी,Hindi,Hindi
RATI,रति,Hindi,Hindi
RATNA,रत्न,Hindi,Hindi
RESHMI,रेशमी,Hindi,Hindi
RITIKA,रीतिका,Hindi,Hindi
RIYA,रिया,Hindi,Hindi
ROHANA,रोहना,Hindi,Hindi
RUKMINI,रुक्मिणी,Hindi,Hindi
RUPINDER,रुपिन्द्र,Hindi,Hindi
SANDHYA,সন্ধ্যা,Hindi,Hindi
SANJANA,संजना,Hindi,Hindi
SARALA,सरला,Hindi,Hindi
SARASWATI,सरस्वती,Hindi,Hindi
SARIKA,सारिका,Hindi,Hindi
SATI,सती,Hindi,Hindi
SAVITRI,सावित्री,Hindi,Hindi
SEEMA,सीमा,Hindi,Hindi
SEETA,सीता,Hindi,Hindi
SHABNAM,শবনম,Hindi,Hindi
SHAKTI,शक्ति,Hindi,Hindi
SHAKUNTALA,शकुन्तला,Hindi,Hindi
SHANTA,शान्ता,Hindi,Hindi
SHANTI,शान्ती,Hindi,Hindi
SHARMILA,शर्मिला,Hindi,Hindi
SHEELA,शीला,Hindi,Hindi
SHIVALI,शिवाली,Hindi,Hindi
SHOBHA,शोभा,Hindi,Hindi
SHYAMA,श्यामा,Hindi,Hindi
SHYAMALA,श्यामला,Hindi,Hindi
SIMA,सीमा,Hindi,Hindi
SITA,सीता,Hindi,Hindi
SITARA,सितारा,Hindi,Hindi
SONAL,सोनल,Hindi,Hindi
SRI,श्री,Hindi,Hindi
SUDARSHANA,सुदर्शना,Hindi,Hindi
SULABHA,सुलभा,Hindi,Hindi
SUMANA,सुमना,Hindi,Hindi
SUMATI,सुमती,Hindi,Hindi
SUNITA,सुनीता,Hindi,Hindi
SUNITI,सुनीती,Hindi,Hindi
SUSHILA,सुशीला,Hindi,Hindi
SWARNA,स्वर्ण,Hindi,Hindi
TARA,तारा,Hindi,Hindi
TRISHNA,तृष्णा,Hindi,Hindi
UMA,उमा,Hindi,Hindi
USHA,उषा,Hindi,Hindi
VALLI,வள்ளி,Tamil,Hindi
VASANTA,वसन्ता,Hindi,Hindi
VIDYA,विद्या,Hindi,Hindi
VIJAYA,विजया,Hindi,Hindi
VIMALA,विमला,Hindi,Hindi
NIKOLA,Никола,Cyrillic,Hungarian
ARDESHIR,اردشیر,Persian,Persian
BABAK,بابک,Persian,Persian
BABAR,بابر,Persian,Persian
BAHADUR,بهادر,Persian,Persian
BAHMAN,بهمن,Persian,Persian
BAHRAM,بهرام,Persian,Persian
BEHNAM,بهنام,Persian,Persian
BEHRUZ,بهروز,Persian,Persian
DARIUSH,داريوش,Persian,Persian
DELSHAD,دلشاد,Persian,Persian
EBRAHIM,ابراهیم,Persian,Persian
EHSAN,احسان,Persian,Persian
FEROZE,فیروز,Persian,Persian
FRAVARDIN,فروردین,Persian,Persian
GABR,گبر,Persian,Persian
GULBAHAR,گلبهار,Persian,Persian
IHSAN,احسان,Persian,Persian
JAHAN,جهان,Persian,Persian
JAHANGIR,جهانگیر,Persian,Persian
JAMSHID,جمشید,Persian,Persian
JAVID,جاوید,Persian,Persian
KAMBUJIYA,کمبوجیه,Persian,Persian
KHODADAD,عزیزی,Persian,Persian
KHORSHED,خورشيد,Persian,Persian
KHSHAYARSHA,خشایارشاه,Persian,Persian
KHURSHID,خورشيد,Persian,Persian
KIANOUSH,كیانوش,Persian,Persian
KÛRUSH,کوروش,Persian,Persian
MANU,मनु,Persian,Persian
MERIKH,مريخ,Persian,Persian
MIHR,م‍ﮩ‍ر,Persian,Persian
MIRRIKH,مريخ,Persian,Persian
MIRZA,ميرزا,Persian,Persian
NAVEED,نويد,Persian,Persian
NAVID,نويد,Persian,Persian
OHRMAZD,ارمزد,Persian,Persian
OMID,اُمید,Persian,Persian
ORMAZD,ارمزد,Persian,Persian
PAPAK,بابک,Persian,Persian
PARVIZ,پرويز,Persian,Persian
PAYAM,پيام,Persian,Persian
PIRUZ,پیروز,Persian,Persian
ROSHAN,روشن,Persian,Persian
SARUSH,سروش,Persian,Persian
SHADI,شادی,Persian,Persian
SHAHANSHAH,شاهنشاه,Persian,Persian
SHAHJAHAN,شاه,Persian,Persian
SHAHJAHAN,‌جهان,Persian,Persian
SHAHRIAR,شهريار,Persian,Persian
SHAHRIVAR,شهریور,Persian,Persian
SHAHROKH,شاهرخ,Persian,Persian
SHAHZADE,شاهزاده,Persian,Persian
SHER,شیر,Persian,Persian
SIAVASH,سیاوش,Persian,Persian
SIYAVASH,سیاوش,Persian,Persian
SOHRAB,سهراب,Persian,Persian
XSAYARSA,خشایارشاه,Persian,Persian
ZARATHUSTRA,Zaraθuštra,Persian,Persian
ZHUBIN,زوبین,Persian,Persian
ZUBIN,زوبین,Persian,Persian
ANAHITA,آناهیتا,Persian,Persian
BANU,بانو,Persian,Persian
EHSAN,احسان,Persian,Persian
GULISTAN,گلستان,Persian,Persian
IHSAN,احسان,Persian,Persian
JALEH,ژاله,Persian,Persian
KHORDAD,خرداد,Persian,Persian
KHURSHID,خورشيد,Persian,Persian
KOHINOOR,کوہنور,Persian,Persian
LALEH,لاله,Persian,Persian
LEILA,لیلا,Persian,Persian
LILA,ليلی,Persian,Persian
MAHNAZ,مهناز,Persian,Persian
MAHSHID,مهشید,Persian,Persian
MAHTAB,مهتاب,Persian,Persian
MAHVASH,مهوش,Persian,Persian
MINOO,مینو,Persian,Persian
MINU,مینو,Persian,Persian
MORVARID,مروارید,Persian,Persian
NASRIN,نسرین,Persian,Persian
NILOFER,نیلوفر,Persian,Persian
OMID,اُمید,Persian,Persian
PARI,پری,Persian,Persian
PARISA,پریسا,Persian,Persian
PARVIN,پروين,Persian,Persian
ROSHAN,روشن,Persian,Persian
ROSHANAK,روشنک,Persian,Persian
ROSHANARA,روشانارا,Persian,Persian
ROUŠANAK,روشنک,Persian,Persian
SHAHNAZ,شهناز,Persian,Persian
SHAHRAZAD,شهرزاد,Persian,Persian
SHEREEN,شیرین,Persian,Persian
SHIREEN,شیرین,Persian,Persian
SHIRIN,شیرین,Persian,Persian
SIMIN,سیمین,Persian,Persian
TAHEREH,طاهره,Persian,Persian
VASHTI,وَ,Persian,Persian
VASHTI,شتی,Persian,Persian
VASHTI,آ,Persian,Persian
YASAMIN,يسمن,Persian,Persian
ZENANA,زنانه,Persian,Persian
ZULAIKHA,زلیخا,Persian,Persian
ANTONIA,Антония,Bulgarian,Italian
TATIANA,Татьяна,Russian,Italian
AKI,秋,Japanese,Japanese
AKI,明,Japanese,Japanese
AKI,晶,Japanese,Japanese
AKIHIKO,明彦,Japanese,Japanese
AKIHIRO,大畠,Japanese,Japanese
AKIO,昭雄,Japanese,Japanese
AKIO,昭夫,Japanese,Japanese
AKIRA,明,Japanese,Japanese
AKIRA,,Japanese,Japanese
AKIRA,亮,Japanese,Japanese
AOI,碧,Japanese,Japanese
AOI,,Japanese,Japanese
AOI,葵,Japanese,Japanese
ARATA,新,Japanese,Japanese
ATSUSHI,敦,Japanese,Japanese
DAI,大,Japanese,Japanese
DAICHI,大地,Japanese,Japanese
DAICHI,大智,Japanese,Japanese
DAIKI,大輝,Japanese,Japanese
DAIKI,大貴,Japanese,Japanese
DAIKI,大樹,Japanese,Japanese
DAISUKE,大輔,Japanese,Japanese
EIJI,永次,Japanese,Japanese
EIJI,英治,Japanese,Japanese
EIJI,英二,Japanese,Japanese
EIJI,栄治,Japanese,Japanese
FUMIO,文雄,Japanese,Japanese
GORO,五郎,Japanese,Japanese
GOROU,五郎,Japanese,Japanese
HACHIRO,八郎,Japanese,Japanese
HAJIME,肇,Japanese,Japanese
HAJIME,元,Japanese,Japanese
HARU,晴,Japanese,Japanese
HARU,春,Japanese,Japanese
HARU,陽,Japanese,Japanese
HARUO,春男,Japanese,Japanese
HIDEAKI,秀明,Japanese,Japanese
HIDEKI,秀樹,Japanese,Japanese
HIDEO,英夫,Japanese,Japanese
HIKARU,輝,Japanese,Japanese
HIRO,裕,Japanese,Japanese
HIRO,寛,Japanese,Japanese
HIRO,浩,Japanese,Japanese
HIROAKI,広朗,Japanese,Japanese
HIROKI,弘樹,Japanese,Japanese
HIROSHI,寛,Japanese,Japanese
HIROSHI,浩,Japanese,Japanese
HIROYUKI,博之,Japanese,Japanese
HISAO,寿夫,Japanese,Japanese
HISASHI,久志,Japanese,Japanese
HISOKA,密,Japanese,Japanese
HITOSHI,等,Japanese,Japanese
HOTAKA,穂高,Japanese,Japanese
ICHIROU,一郎,Japanese,Japanese
ISAMU,勇,Japanese,Japanese
ISAO,功,Japanese,Japanese
IWAO,巌,Japanese,Japanese
IZANAGI,イザナギ,Japanese,Japanese
JIROU,二郎,Japanese,Japanese
JUN,順,Japanese,Japanese
JUNICHI,順一,Japanese,Japanese
JUROU,十郎,Japanese,Japanese
KAEDE,楓,Japanese,Japanese
KATASHI,堅,Japanese,Japanese
KATSU,勝,Japanese,Japanese
KATSUMI,克己,Japanese,Japanese
KATSUO,勝雄,Japanese,Japanese
KATSURO,勝郎,Japanese,Japanese
KAZUHIKO,和彦,Japanese,Japanese
KAZUHIRO,一浩,Japanese,Japanese
KAZUKI,和希,Japanese,Japanese
KAZUKI,一輝,Japanese,Japanese
KAZUO,和夫,Japanese,Japanese
KAZUO,一男,Japanese,Japanese
KEI,恵,Japanese,Japanese
KEI,佳,Japanese,Japanese
KEI,敬,Japanese,Japanese
KEI,圭,Japanese,Japanese
KEI,慧,Japanese,Japanese
KEIICHI,圭一,Japanese,Japanese
KEIJI,敬二,Japanese,Japanese
KEN,健,Japanese,Japanese
KEN,謙,Japanese,Japanese
KEN,研,Japanese,Japanese
KEN'ICHI,健一,Japanese,Japanese
KEN'ICHI,研一,Japanese,Japanese
KENJI,健二,Japanese,Japanese
KENJI,研二,Japanese,Japanese
KENSHIN,謙信,Japanese,Japanese
KENTA,健太,Japanese,Japanese
KICHIROU,吉郎,Japanese,Japanese
KIN,欽,Japanese,Japanese
KIOSHI,淳,Japanese,Japanese
KIYOSHI,淳,Japanese,Japanese
KO,幸,Japanese,Japanese
KO,光,Japanese,Japanese
KO,康,Japanese,Japanese
KOHAKU,琥珀,Japanese,Japanese
KOICHI,光一,Japanese,Japanese
KOJI,光司,Japanese,Japanese
KOU,幸,Japanese,Japanese
KOU,光,Japanese,Japanese
KOU,康,Japanese,Japanese
KUNIO,國男,Japanese,Japanese
KUROU,九郎,Japanese,Japanese
KYO,杏,Japanese,Japanese
KYO,,Japanese,Japanese
KYO,京,Japanese,Japanese
KYO,,Japanese,Japanese
KYO,協,Japanese,Japanese
KYO,,Japanese,Japanese
KYO,郷,Japanese,Japanese
KYOU,杏,Japanese,Japanese
KYOU,,Japanese,Japanese
KYOU,京,Japanese,Japanese
KYOU,,Japanese,Japanese
KYOU,協,Japanese,Japanese
KYOU,,Japanese,Japanese
KYOU,郷,Japanese,Japanese
MADOKA,円,Japanese,Japanese
MADOKA,円花,Japanese,Japanese
MAKOTO,誠,Japanese,Japanese
MAMORU,守,Japanese,Japanese
MANABU,学,Japanese,Japanese
MASA,正,Japanese,Japanese
MASA,雅,Japanese,Japanese
MASA,昌,Japanese,Japanese
MASA,真,Japanese,Japanese
MASA,政,Japanese,Japanese
MASA,将,Japanese,Japanese
MASAAKI,真明,Japanese,Japanese
MASAHIKO,正彦,Japanese,Japanese
MASAHIRO,正洋,Japanese,Japanese
MASAKI,昌樹,Japanese,Japanese
MASANORI,正則,Japanese,Japanese
MASAO,正男,Japanese,Japanese
MASARU,勝,Japanese,Japanese
MASASHI,雅,Japanese,Japanese
MASATO,正人,Japanese,Japanese
MASAYOSHI,昌良,Japanese,Japanese
MASAYUKI,正幸,Japanese,Japanese
MASUMI,真澄,Japanese,Japanese
MICHI,道,Japanese,Japanese
MICHIO,道夫,Japanese,Japanese
MIKIO,美樹夫,Japanese,Japanese
MINORI,里,Japanese,Japanese
MINORU,里,Japanese,Japanese
MITSUO,光子,Japanese,Japanese
MITSURU,満,Japanese,Japanese
NAO,直,Japanese,Japanese
NAO,尚,Japanese,Japanese
NAOKI,直樹,Japanese,Japanese
NOBORU,翔,Japanese,Japanese
NOBU,信,Japanese,Japanese
NOBU,延,Japanese,Japanese
NOBUO,信夫,Japanese,Japanese
NOBUYUKI,信行,Japanese,Japanese
NORI,儀,Japanese,Japanese
NORI,典,Japanese,Japanese
NORI,則,Japanese,Japanese
NORI,法,Japanese,Japanese
NORIO,法男,Japanese,Japanese
OROCHI,大蛇,Japanese,Japanese
